Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date
HM488114,West Nile virus,GenBank,set:HM488114,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4102/2002,Orthoflavivirus nilense,11020,complete,USA: Connecticut,USA,CT,Aedes cinereus,,2002
HM488115,West Nile virus,GenBank,set:HM488115,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4103/2005,Orthoflavivirus nilense,10621,complete,USA: Connecticut,USA,CT,Culex salinarius,,2005
HM488116,West Nile virus,GenBank,set:HM488116,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4104/2005,Orthoflavivirus nilense,10904,complete,USA: Connecticut,USA,CT,Culex pipiens,,2005
HM488117,West Nile virus,GenBank,set:HM488117,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4105/2005,Orthoflavivirus nilense,10621,complete,USA: Connecticut,USA,CT,Ochlerotatus triseriatus,,2005
HM488118,West Nile virus,GenBank,set:HM488118,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4107/2005,Orthoflavivirus nilense,10622,complete,USA: Connecticut,USA,CT,Culex pipiens,,2005
HM488119,West Nile virus,GenBank,set:HM488119,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4108/2005,Orthoflavivirus nilense,10622,complete,USA: Connecticut,USA,CT,Culex pipiens,,2005
HM488120,West Nile virus,GenBank,set:HM488120,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4109/2005,Orthoflavivirus nilense,10621,complete,USA: Connecticut,USA,CT,Culex pipiens,,2005
HM488121,West Nile virus,GenBank,set:HM488121,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4110/2005,Orthoflavivirus nilense,10718,complete,USA: Connecticut,USA,CT,Culex pipiens,,2005
HM488125,West Nile virus,GenBank,set:HM488125,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4186/1999,Orthoflavivirus nilense,10516,complete,USA: Connecticut,USA,CT,Corvus brachyrhynchos,,1999
HM488126,West Nile virus,GenBank,set:HM488126,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4187/1999,Orthoflavivirus nilense,10598,complete,USA: Connecticut,USA,CT,Corvus brachyrhynchos,,1999
HM488127,West Nile virus,GenBank,set:HM488127,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4188/1999,Orthoflavivirus nilense,10625,complete,USA: Connecticut,USA,CT,Corvus brachyrhynchos,,1999
HM488128,West Nile virus,GenBank,set:HM488128,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4189/1999,Orthoflavivirus nilense,10616,complete,USA: Connecticut,USA,CT,Corvus brachyrhynchos,,1999
HM488129,West Nile virus,GenBank,set:HM488129,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4191/2000,Orthoflavivirus nilense,10617,complete,USA: Connecticut,USA,CT,Culex salinarius,,2000
HM488130,West Nile virus,GenBank,set:HM488130,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4192/2000,Orthoflavivirus nilense,10621,complete,USA: Connecticut,USA,CT,Culex salinarius,,2000
HM488131,West Nile virus,GenBank,set:HM488131,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4193/2000,Orthoflavivirus nilense,10620,complete,USA: Connecticut,USA,CT,Culex pipiens,,2000
HM488132,West Nile virus,GenBank,set:HM488132,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4194/2000,Orthoflavivirus nilense,10621,complete,USA: Connecticut,USA,CT,Culiseta melanura,,2000
HM488133,West Nile virus,GenBank,set:HM488133,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4195/2001,Orthoflavivirus nilense,10621,complete,USA: Connecticut,USA,CT,Culex pipiens,,2001
HM488134,West Nile virus,GenBank,set:HM488134,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4198/2001,Orthoflavivirus nilense,10513,complete,USA: Connecticut,USA,CT,Ochlerotatus sollicitans,,2001
HM488135,West Nile virus,GenBank,set:HM488135,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4199/2001,Orthoflavivirus nilense,10621,complete,USA: Connecticut,USA,CT,Ochlerotatus cantator,,2001
HM488136,West Nile virus,GenBank,set:HM488136,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4200/2001,Orthoflavivirus nilense,10621,complete,USA: Connecticut,USA,CT,Culex restuans,,2001
HM488137,West Nile virus,GenBank,set:HM488137,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4202/2002,Orthoflavivirus nilense,10621,complete,USA: Connecticut,USA,CT,Culex pipiens,,2002
HM488138,West Nile virus,GenBank,set:HM488138,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4207/2003,Orthoflavivirus nilense,10621,complete,USA: Connecticut,USA,CT,Culex restuans,,2003
HM488139,West Nile virus,GenBank,set:HM488139,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4208/2003,Orthoflavivirus nilense,10445,complete,USA: Connecticut,USA,CT,Culex salinarius,,2003
HM488140,West Nile virus,GenBank,set:HM488140,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4210/2003,Orthoflavivirus nilense,10466,complete,USA: Connecticut,USA,CT,Aedes vexans,,2003
HM488141,West Nile virus,GenBank,set:HM488141,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4212/2003,Orthoflavivirus nilense,10523,complete,USA: Connecticut,USA,CT,Culex pipiens,,2003
HM488142,West Nile virus,GenBank,set:HM488142,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4214/2004,Orthoflavivirus nilense,10421,complete,USA: Connecticut,USA,CT,Ochlerotatus triseriatus,,2004
HM488143,West Nile virus,GenBank,set:HM488143,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,8/14/10,WNV-1/US/BID-V4215/2004,Orthoflavivirus nilense,10621,complete,USA: Connecticut,USA,CT,Aedes cinereus,,2004
